MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	Flag_Number	Pool_region	Depth_Substrate_Sampling	Corresponding_DOM_Site	Spot_in_Site_for_Coring	ATTRIBUTE_Location 	ATTRIBUTE_linked_DOM_sample_number	DOM_Filter_LOT_number
MSV000083729	Stromatolite_Tissue_1_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	S1-Core-1A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-1A-Fri-low	not applicable	not applicable	not applicable	1	Inflow	Core-top	1	1	Schoenmakerskop	S1-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_2_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001912	electrospray ionization (positive)	reverse phase (C18)	S1-Core-1B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-1B-Fri-low	not applicable	not applicable	not applicable	1	Inflow	Core-middle	1	1	Schoenmakerskop	S1-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_3_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001913	electrospray ionization (positive)	reverse phase (C18)	S1-Core-1C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-1C-Fri-low	not applicable	not applicable	not applicable	1	Inflow	Core-bottom	1	1	Schoenmakerskop	S1-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_4_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001914	electrospray ionization (positive)	reverse phase (C18)	S1-Core-2A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-2A-Fri-low	not applicable	not applicable	not applicable	1	Inflow	Core-top	1	2	Schoenmakerskop	S1-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_5_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001915	electrospray ionization (positive)	reverse phase (C18)	S1-Core-2B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-2B-Fri-low	not applicable	not applicable	not applicable	1	Inflow	Core-middle	1	2	Schoenmakerskop	S1-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_6_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001916	electrospray ionization (positive)	reverse phase (C18)	S1-Core-2C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-2C-Fri-low	not applicable	not applicable	not applicable	1	Inflow	Core-bottom	1	2	Schoenmakerskop	S1-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_7_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001917	electrospray ionization (positive)	reverse phase (C18)	S1-Core-1A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-1A-Sat-low	not applicable	not applicable	not applicable	1	Inflow	Core-top	1	3	Schoenmakerskop	S1-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_8_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001918	electrospray ionization (positive)	reverse phase (C18)	S1-Core-1B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-1B-Sat-low	not applicable	not applicable	not applicable	1	Inflow	Core-middle	1	3	Schoenmakerskop	S1-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_9_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001919	electrospray ionization (positive)	reverse phase (C18)	S1-Core-1C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-1C-Sat-low	not applicable	not applicable	not applicable	1	Inflow	Core-bottom	1	3	Schoenmakerskop	S1-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_10_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001920	electrospray ionization (positive)	reverse phase (C18)	S1-Core-2A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-2A-Sat-low	not applicable	not applicable	not applicable	1	Inflow	Core-top	1	4	Schoenmakerskop	S1-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_11_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001921	electrospray ionization (positive)	reverse phase (C18)	S1-Core-2B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-2B-Sat-low	not applicable	not applicable	not applicable	1	Inflow	Core-middle	1	4	Schoenmakerskop	S1-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_12_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001922	electrospray ionization (positive)	reverse phase (C18)	S1-Core-2C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S1-Core-2C-Sat-low	not applicable	not applicable	not applicable	1	Inflow	Core-bottom	1	4	Schoenmakerskop	S1-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_13_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001923	electrospray ionization (positive)	reverse phase (C18)	S2-Core-1A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-1A-Fri-low	not applicable	not applicable	not applicable	2	Inflow	Core-top	2	1	Schoenmakerskop	S2-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_14_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001924	electrospray ionization (positive)	reverse phase (C18)	S2-Core-1B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-1B-Fri-low	not applicable	not applicable	not applicable	2	Inflow	Core-middle	2	1	Schoenmakerskop	S2-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_15_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001925	electrospray ionization (positive)	reverse phase (C18)	S2-Core-1C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-1C-Fri-low	not applicable	not applicable	not applicable	2	Inflow	Core-bottom	2	1	Schoenmakerskop	S2-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_16_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001926	electrospray ionization (positive)	reverse phase (C18)	S2-Core-2A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-2A-Fri-low	not applicable	not applicable	not applicable	2	Inflow	Core-top	2	2	Schoenmakerskop	S2-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_17_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001927	electrospray ionization (positive)	reverse phase (C18)	S2-Core-2B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-2B-Fri-low	not applicable	not applicable	not applicable	2	Inflow	Core-middle	2	2	Schoenmakerskop	S2-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_18_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001928	electrospray ionization (positive)	reverse phase (C18)	S2-Core-2C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-2C-Fri-low	not applicable	not applicable	not applicable	2	Inflow	Core-bottom	2	2	Schoenmakerskop	S2-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_19_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001929	electrospray ionization (positive)	reverse phase (C18)	S2-Core-1A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-1A-Sat-low	not applicable	not applicable	not applicable	2	Inflow	Core-top	2	3	Schoenmakerskop	S2-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_20_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001930	electrospray ionization (positive)	reverse phase (C18)	S2-Core-1B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-1B-Sat-low	not applicable	not applicable	not applicable	2	Inflow	Core-middle	2	3	Schoenmakerskop	S2-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_21_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001931	electrospray ionization (positive)	reverse phase (C18)	S2-Core-1C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-1C-Sat-low	not applicable	not applicable	not applicable	2	Inflow	Core-bottom	2	3	Schoenmakerskop	S2-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_22_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001932	electrospray ionization (positive)	reverse phase (C18)	S2-Core-2A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-2A-Sat-low	not applicable	not applicable	not applicable	2	Inflow	Core-top	2	4	Schoenmakerskop	S2-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_23_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001933	electrospray ionization (positive)	reverse phase (C18)	S2-Core-2B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-2B-Sat-low	not applicable	not applicable	not applicable	2	Inflow	Core-middle	2	4	Schoenmakerskop	S2-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_24_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001934	electrospray ionization (positive)	reverse phase (C18)	S2-Core-2C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S2-Core-2C-Sat-low	not applicable	not applicable	not applicable	2	Inflow	Core-bottom	2	4	Schoenmakerskop	S2-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_25_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001935	electrospray ionization (positive)	reverse phase (C18)	S3-Core-1A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-1A-Fri-low	not applicable	not applicable	not applicable	3	Middle	Core-top	3	1	Schoenmakerskop	S3-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_26_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001936	electrospray ionization (positive)	reverse phase (C18)	S3-Core-1B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-1B-Fri-low	not applicable	not applicable	not applicable	3	Middle	Core-middle	3	1	Schoenmakerskop	S3-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_27_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001937	electrospray ionization (positive)	reverse phase (C18)	S3-Core-1C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-1C-Fri-low	not applicable	not applicable	not applicable	3	Middle	Core-bottom	3	1	Schoenmakerskop	S3-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_28_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001938	electrospray ionization (positive)	reverse phase (C18)	S3-Core-2A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-2A-Fri-low	not applicable	not applicable	not applicable	3	Middle	Core-top	3	2	Schoenmakerskop	S3-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_29_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001939	electrospray ionization (positive)	reverse phase (C18)	S3-Core-2B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-2B-Fri-low	not applicable	not applicable	not applicable	3	Middle	Core-middle	3	2	Schoenmakerskop	S3-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_30_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001940	electrospray ionization (positive)	reverse phase (C18)	S3-Core-2C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-2C-Fri-low	not applicable	not applicable	not applicable	3	Middle	Core-bottom	3	2	Schoenmakerskop	S3-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_31_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001941	electrospray ionization (positive)	reverse phase (C18)	S3-Core-1A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-1A-Sat-low	not applicable	not applicable	not applicable	3	Middle	Core-top	3	3	Schoenmakerskop	S3-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_32_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001942	electrospray ionization (positive)	reverse phase (C18)	S3-Core-1B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-1B-Sat-low	not applicable	not applicable	not applicable	3	Middle	Core-middle	3	3	Schoenmakerskop	S3-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_33_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001943	electrospray ionization (positive)	reverse phase (C18)	S3-Core-1C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-1C-Sat-low	not applicable	not applicable	not applicable	3	Middle	Core-bottom	3	3	Schoenmakerskop	S3-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_34_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001944	electrospray ionization (positive)	reverse phase (C18)	S3-Core-2A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-2A-Sat-low	not applicable	not applicable	not applicable	3	Middle	Core-top	3	4	Schoenmakerskop	S3-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_35_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001945	electrospray ionization (positive)	reverse phase (C18)	S3-Core-2B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-2B-Sat-low	not applicable	not applicable	not applicable	3	Middle	Core-middle	3	4	Schoenmakerskop	S3-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_36_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001946	electrospray ionization (positive)	reverse phase (C18)	S3-Core-2C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-Core-2C-Sat-low	not applicable	not applicable	not applicable	3	Middle	Core-bottom	3	4	Schoenmakerskop	S3-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_37_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001947	electrospray ionization (positive)	reverse phase (C18)	S4-Core-1A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-1A-Fri-low	not applicable	not applicable	not applicable	4	Middle	Core-top	4	1	Schoenmakerskop	S4-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_38_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001948	electrospray ionization (positive)	reverse phase (C18)	S4-Core-1B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-1B-Fri-low	not applicable	not applicable	not applicable	4	Middle	Core-middle	4	1	Schoenmakerskop	S4-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_39_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001949	electrospray ionization (positive)	reverse phase (C18)	S4-Core-1C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-1C-Fri-low	not applicable	not applicable	not applicable	4	Middle	Core-bottom	4	1	Schoenmakerskop	S4-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_40_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001950	electrospray ionization (positive)	reverse phase (C18)	S4-Core-2A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-2A-Fri-low	not applicable	not applicable	not applicable	4	Middle	Core-top	4	2	Schoenmakerskop	S4-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_41_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001951	electrospray ionization (positive)	reverse phase (C18)	S4-Core-2B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-2B-Fri-low	not applicable	not applicable	not applicable	4	Middle	Core-middle	4	2	Schoenmakerskop	S4-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_42_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001952	electrospray ionization (positive)	reverse phase (C18)	S4-Core-2C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-2C-Fri-low	not applicable	not applicable	not applicable	4	Middle	Core-bottom	4	2	Schoenmakerskop	S4-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_43_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001953	electrospray ionization (positive)	reverse phase (C18)	S4-Core-1A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-1A-Sat-low	not applicable	not applicable	not applicable	4	Middle	Core-top	4	3	Schoenmakerskop	S4-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_44_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001954	electrospray ionization (positive)	reverse phase (C18)	S4-Core-1B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-1B-Sat-low	not applicable	not applicable	not applicable	4	Middle	Core-middle	4	3	Schoenmakerskop	S4-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_45_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001955	electrospray ionization (positive)	reverse phase (C18)	S4-Core-1C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-1C-Sat-low	not applicable	not applicable	not applicable	4	Middle	Core-bottom	4	3	Schoenmakerskop	S4-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_46_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001956	electrospray ionization (positive)	reverse phase (C18)	S4-Core-2A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-2A-Sat-low	not applicable	not applicable	not applicable	4	Middle	Core-top	4	4	Schoenmakerskop	S4-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_47_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001957	electrospray ionization (positive)	reverse phase (C18)	S4-Core-2B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S4-Core-2B-Sat-low	not applicable	not applicable	not applicable	4	Middle	Core-middle	4	4	Schoenmakerskop	S4-DOM-1-Sat-low	6409030-04
