MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	Flag_Number	Pool_region	Depth_Substrate_Sampling	Corresponding_DOM_Site	Spot_in_Site_for_Coring	ATTRIBUTE_Location 	ATTRIBUTE_linked_DOM_sample_number	DOM_Filter_LOT_number
MSV000083729	Stromatolite_Tissue_97_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002007	electrospray ionization (positive)	reverse phase (C18)	S10-Core-1A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-1A-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-top	10	1	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_98_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002008	electrospray ionization (positive)	reverse phase (C18)	S10-Core-2A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-2A-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-middle	10	2	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_99_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002009	electrospray ionization (positive)	reverse phase (C18)	S10-Core-1C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-1C-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-bottom	10	1	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_100_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002010	electrospray ionization (positive)	reverse phase (C18)	S10-Core-3A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-3A-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-top	10	3	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_101_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002011	electrospray ionization (positive)	reverse phase (C18)	S10-Core-1B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-1B-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-middle	10	1	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_102_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002012	electrospray ionization (positive)	reverse phase (C18)	S10-Core-2C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-2C-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-top	10	2	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_103_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002013	electrospray ionization (positive)	reverse phase (C18)	S10-Core-4A-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-4A-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-middle	10	4	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_104_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002014	electrospray ionization (positive)	reverse phase (C18)	S10-Core-2B-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-09	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-2B-Fri-low	not applicable	not applicable	not applicable	10	Lower	Core-bottom	10	2	Schoenmakerskop	S10-DOM-1-Fri-low	6409030-04
MSV000083729	Stromatolite_Tissue_105_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002015	electrospray ionization (positive)	reverse phase (C18)	S10-Core-1A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-1A-Sat-low	not applicable	not applicable	not applicable	10	Lower	Core-top	10	1	Schoenmakerskop	S10-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_106_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002016	electrospray ionization (positive)	reverse phase (C18)	S10-Core-1B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-1B-Sat-low	not applicable	not applicable	not applicable	10	Lower	Core-middle	10	1	Schoenmakerskop	S10-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_107_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002017	electrospray ionization (positive)	reverse phase (C18)	S10-Core-1C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-1C-Sat-low	not applicable	not applicable	not applicable	10	Lower	Core-bottom	10	1	Schoenmakerskop	S10-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_108_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002018	electrospray ionization (positive)	reverse phase (C18)	S10-Core-2A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-2A-Sat-low	not applicable	not applicable	not applicable	10	Lower	Core-top	10	2	Schoenmakerskop	S10-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_109_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002019	electrospray ionization (positive)	reverse phase (C18)	S10-Core-2B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-2B-Sat-low	not applicable	not applicable	not applicable	10	Lower	Core-middle	10	2	Schoenmakerskop	S10-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_110_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002020	electrospray ionization (positive)	reverse phase (C18)	S10-Core-2C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S10-Core-2C-Sat-low	not applicable	not applicable	not applicable	10	Lower	Core-bottom	10	2	Schoenmakerskop	S10-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_111_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002021	electrospray ionization (positive)	reverse phase (C18)	S8-Core-1A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S8-Core-1A-Sat-low	not applicable	not applicable	not applicable	8	Lower	Core-top	8	1	Schoenmakerskop	S8-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_112_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002022	electrospray ionization (positive)	reverse phase (C18)	S8-Core-1B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S8-Core-1B-Sat-low	not applicable	not applicable	not applicable	8	Lower	Core-middle	8	1	Schoenmakerskop	S8-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_113_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002023	electrospray ionization (positive)	reverse phase (C18)	S8-Core-1C-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S8-Core-1C-Sat-low	not applicable	not applicable	not applicable	8	Lower	Core-bottom	8	1	Schoenmakerskop	S8-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_114_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002024	electrospray ionization (positive)	reverse phase (C18)	S8-Core-2A-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S8-Core-2A-Sat-low	not applicable	not applicable	not applicable	8	Lower	Core-top	8	2	Schoenmakerskop	S8-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_115_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002025	electrospray ionization (positive)	reverse phase (C18)	S8-Core-2B-Sat-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S8-Core-2B-Sat-low	not applicable	not applicable	not applicable	8	Lower	Core-middle	8	2	Schoenmakerskop	S8-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_116_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002026	electrospray ionization (positive)	reverse phase (C18)	S8-Core-2C-Fri-low	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S8-Core-2C-Fri-low	not applicable	not applicable	not applicable	8	Lower	Core-bottom	8	2	Schoenmakerskop	S8-DOM-1-Sat-low	6409030-04
MSV000083729	Stromatolite_Tissue_1A_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002027	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-1A	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-1A	not applicable	not applicable	not applicable	3	Middle	0-1cm	3	1	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-05
MSV000083729	Stromatolite_Tissue_1B_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002028	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-1B	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-1B	not applicable	not applicable	not applicable	3	Middle	1-2cm	3	1	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-06
MSV000083729	Stromatolite_Tissue_1C_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002029	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-1C	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-1C	not applicable	not applicable	not applicable	3	Middle	2-3cm	3	1	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-07
MSV000083729	Stromatolite_Tissue_1D_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002030	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-1D	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-1D	not applicable	not applicable	not applicable	3	Middle	3-4cm	3	1	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-08
MSV000083729	Stromatolite_Tissue_1E_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002031	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-1E	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-1E	not applicable	not applicable	not applicable	3	Middle	4-5cm	3	1	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-09
MSV000083729	Stromatolite_Tissue_2A-L_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002032	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2A-left	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2A-left	not applicable	not applicable	not applicable	3	Middle	0-1cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-10
MSV000083729	Stromatolite_Tissue_2B-L_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002033	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2B-left	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2B-left	not applicable	not applicable	not applicable	3	Middle	1-2cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-11
MSV000083729	Stromatolite_Tissue_2C-L_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002034	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2C-left	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2C-left	not applicable	not applicable	not applicable	3	Middle	2-3cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-12
MSV000083729	Stromatolite_Tissue_2D-L_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002035	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2D-left	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2D-left	not applicable	not applicable	not applicable	3	Middle	3-4cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-13
MSV000083729	Stromatolite_Tissue_2E-L_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002036	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2E-left	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2E-left	not applicable	not applicable	not applicable	3	Middle	4-5cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-14
MSV000083729	Stromatolite_Tissue_2A-R_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002037	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2A-right	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2A-right	not applicable	not applicable	not applicable	3	Middle	0-1cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-15
MSV000083729	Stromatolite_Tissue_2B-R_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002038	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2B-right	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2B-right	not applicable	not applicable	not applicable	3	Middle	1-2cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-16
MSV000083729	Stromatolite_Tissue_2C-R_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002039	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2C-right	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2C-right	not applicable	not applicable	not applicable	3	Middle	2-3cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-17
MSV000083729	Stromatolite_Tissue_2D-R_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002040	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2D-right	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2D-right	not applicable	not applicable	not applicable	3	Middle	3-4cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-18
MSV000083729	Stromatolite_Tissue_2E-R_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002041	electrospray ionization (positive)	reverse phase (C18)	S3-DeepCore-2E-right	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2018-11-10	South Africa	Urban	-34.041176; 25.538640	0	MSV000083729_S3-DeepCore-2E-right	not applicable	not applicable	not applicable	3	Middle	4-5cm	3	2	Schoenmakerskop	S3-DOM-23-Sat-low	6409030-19
MSV000083729	Stromatolite_SD1_1_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002042	electrospray ionization (positive)	reverse phase (C18)	S1_1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0	MSV000083729_S1_1	not applicable	not applicable	not applicable	SD	SD	Core-top	not applicable	not applicable	Windansea	not applicable	not applicable
MSV000083729	Stromatolite_SD1_2_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002043	electrospray ionization (positive)	reverse phase (C18)	S1_2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0	MSV000083729_S1_2	not applicable	not applicable	not applicable	SD	SD	Core-top	not applicable	not applicable	Windansea	not applicable	not applicable
MSV000083729	Stromatolite_SD1_3_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002044	electrospray ionization (positive)	reverse phase (C18)	S1_3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0	MSV000083729_S1_3	not applicable	not applicable	not applicable	SD	SD	Core-top	not applicable	not applicable	Windansea	not applicable	not applicable
MSV000083729	Stromatolite_SD1_4_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002045	electrospray ionization (positive)	reverse phase (C18)	S1_4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0	MSV000083729_S1_4	not applicable	not applicable	not applicable	SD	SD	Core-top	not applicable	not applicable	Windansea	not applicable	not applicable
MSV000083729	Stromatolite_SD1_5_pos.mzXML	environmental	marine_cyanobacteria_insitu	not specified	2019	solid material, dried	methanol (100%)	none	Q Exactive|MS:1002046	electrospray ionization (positive)	reverse phase (C18)	S1_5	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0	MSV000083729_S1_5	not applicable	not applicable	not applicable	SD	SD	Core-top	not applicable	not applicable	Windansea	not applicable	not applicable
MSV000083729	blank_0.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_0b.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_0b	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_1.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_1b.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_1b	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_2.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_3.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_4.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_5.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_5	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank_6.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank_6	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
MSV000083729	blank.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	blank	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2019-02-20	United States of America	Urban	-34.041176; 25.538640	0												
	Blank_out.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									
	Blank_out2.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									
	wash1.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									
	wash2.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									
	wash3.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									
	wash4.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									
	wash5.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									
	wash6.mzXML	blank_analysis	blank_analysis	not applicable	2019	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)																									